index,inputs,predictions,anomaly,anomaly_prob
204,102325.9786476868,102320,0,0.00123803
205,102308.91705581413,102309,0,0.00123497
206,102303.24050914387,102303,0,0.0012336
207,102320.28469750898,102320,0,0.00123597
208,102320.29356166077,102320,0,0.00123452
209,102343.05099827675,102343,0.0277778,0.00125925
210,102303.22975151576,5.3,0.0972222,0.00134273
211,102320.2979929947,102320,0,0.00122763
212,102308.92718176768,102309,0,0.00122515
213,102343.06366416437,102343,0,0.00122382
214,102325.9786476864,102326,0.0277778,0.00125196
215,102297.54307948751,102298,0,0.00122098
216,102291.85102834854,102292,0.0277778,0.00124923
217,102291.86906018938,102292,0,0.00121825
218,102286.16530487438,102286,0.0138889,0.00123155
219,102291.85703963072,102292,0,0.0012155
220,102291.85102834993,102292,0,0.00121412
221,102257.66707439124,102258,0,0.00121276
222,102246.29753168851,102246,0,0.00121139
223,102257.66707439172,102258,0,0.00121003
224,102308.92211907411,102309,0,0.00120858
225,102303.21361058556,102303,0,0.00120725
226,102308.92211907271,102309,0,0.00120589
227,102314.61448663041,102320,0,0.00120596
228,102308.92718176768,102309,0,0.00128541
229,102297.53738395561,102309,0,0.00123479
230,102308.90692760934,102309,0,0.00128105
231,102325.99099349492,102309,0,0.00123457
232,102337.36654804273,102309,0,0.00121117
233,102325.99099349556,102309,0,0.0012292
234,102320.289129832,102309,0,0.00123629
235,102303.23513062936,102309,0,0.00124959
236,102320.29799299591,102309,0,0.00123091
237,102325.9868786827,102309,0,0.00122338
238,102303.22437180248,102309,0,0.0012452
239,102280.48021342726,102309,0.0138889,0.00120962
240,102274.80271201406,102309,0,0.00120946
241,102320.30242383803,102309,0,0.00121889
242,102303.21361058748,102309,0,0.00123447
243,102291.83900378186,102292,0.0277778,0.00121339
244,102274.76095174656,102309,0,0.00119792
245,102291.83900377927,102309,0,0.00119641
246,102308.91199199336,102309,0,0.0012362
247,102308.92211907191,102309,0,0.00123471
248,102314.60024463451,102309,0,0.001226
249,102331.67259786444,102309,0,0.00118883
250,102331.66499833185,102309,0,0.00118977
251,102360.13126425275,102360,0.138889,0.00132385
252,102331.67259786572,102332,0.166667,0.00135438
253,102320.29799299527,102320,0.0277778,0.0012001
254,102314.61448663089,102309,0,0.00119859
255,102325.98276341318,102309,0,0.00117719
256,102325.99922174649,102309,0,0.00117581
257,102325.99510785058,102309,0,0.00117443
258,102320.3112840475,102309,0,0.00118003
259,102325.98276341411,102309,0,0.00116941
260,102325.98276341308,102309,0,0.00116804
261,102325.98687868229,102309,0,0.00116667
262,102320.2935616578,102309,0,0.00116995
263,102303.23513062861,102309,0,0.00118517
264,102303.22975151552,102309,0,0.00118273
265,102280.4934978331,102280,0.0833333,0.00124545
266,102297.54877438597,102298,0.0138889,0.00117173
267,102297.53738395577,102298,0,0.00115653
268,102320.28912983148,102320,0.25,0.00143315
269,102303.2136105877,102303,0.0694444,0.00122529
270,102297.52599099507,102298,0,0.0011528
271,102314.60499249517,102309,0,0.00117007
272,102320.31128404639,102309,0,0.0011513
273,102308.93730546843,102309,0,0.00117212
274,102308.93224389851,102309,0,0.00117077
275,102320.29356165817,102309,0,0.00114741
276,102331.67639699737,102332,0,0.00114538
277,102343.0478309231,102343,0.0138889,0.00115803
278,102320.29356165916,102309,0,0.00114356
279,102337.35958180382,102337,0,0.0011418
280,102320.30242383867,102320,0.0277778,0.00116818
281,102325.98687868343,102326,0,0.00118475
282,102291.863050245,102292,0,0.00113937
283,102291.84501639847,102292,0,0.00113816
284,102303.22437180312,102303,0.0277778,0.00116452
285,102331.67259786493,102332,0.0416667,0.00117847
286,102314.58124791479,102326,0,0.00115029
287,102320.27139758666,102326,0,0.00116854
288,102325.97453150128,102326,0.0138889,0.00116971
289,102337.3735127315,102337,0.0138889,0.00114462
290,102325.99510785032,102326,0.0416667,0.00117109
291,102320.30242383892,102326,0,0.00116226
292,102308.93224390002,102309,0,0.00114346
293,102308.92718176785,102309,0,0.00114105
294,102291.84501639886,102292,0,0.00112624
295,102314.5907473313,102315,0.0694444,0.0011945
296,102297.52599099236,102298,0,0.00112388
297,102325.97864768596,102326,0,0.00115387
298,102314.61448663018,102326,0,0.00112645
299,102314.60499249568,102326,0,0.00112295
300,102291.86305024524,102292,0,0.0011192
301,102303.23513062847,102303,0,0.00111802
302,102308.93224389851,102309,0,0.0011889
303,102314.60024463377,102309,0,0.00115475
304,102308.91705581405,102309,0,0.00118385
305,102320.29356165937,102309,0,0.00114412
306,102331.68779186148,102326,0,0.0011162
307,102337.37003058188,102337,0.0555556,0.00116805
308,102320.29799299508,102309,0,0.00114039
309,102303.2243718036,102309,0,0.00114738
310,102320.28912983031,102309,0,0.00113676
311,102314.60499249476,102309,0,0.00114126
312,102325.98687868359,102326,0,0.00113081
313,102320.29356165965,102309,0,0.00112737
314,102337.3630651167,102337,0.0833333,0.0011878
315,102325.99099349626,102326,0.0555556,0.00115727
316,102314.6192329076,102309,0.0138889,0.00112838
317,102320.30685418927,102309,0,0.00111157
318,102331.67259786399,102332,0,0.00110083
319,102303.21361058526,102303,0.0277778,0.00112639
320,102297.52599099287,102309,0,0.0011095
321,102286.15897720991,102286,0.0138889,0.00110961
322,102297.54307948858,102309,0,0.00110707
323,102303.2297515147,102309,0,0.00110582
324,102314.60024463398,102309,0,0.00111546
325,102343.05416527613,102343,0.111111,0.00120304
326,102337.35609810377,102337,0.0833333,0.00117217
327,102325.98276341362,102326,0,0.00108969
328,102286.13998999387,102309,0,0.00109357
329,102308.90692761124,102309,0,0.00111533
330,102286.15897721093,102309,0,0.00108906
331,102314.62872387683,102309,0,0.0011029
332,102269.09737661075,102269,0.166667,0.00125199
333,102314.60024463346,102315,0.0277778,0.00110941
334,102303.21361058562,102309,0,0.00108666
335,102343.06366416485,102343,0.0138889,0.00109402
336,102314.61448663122,102309,0,0.0010886
337,102320.28912983047,102320,0.0138889,0.0010918
338,102314.6049924946,102315,0.0138889,0.0010907
339,102343.05099827574,102343,0,0.00107666
340,102337.37351273143,102337,0,0.00107558
341,102326.00333518742,102326,0,0.00107448
342,102297.53168779257,102298,0,0.00107342
343,102291.84501639962,102292,0,0.00107235
344,102303.197464271,102303,0,0.00107127
345,102291.85102834828,102292,0,0.00106915
346,102320.28026469385,102320,0.0138889,0.00108203
347,102308.92211907166,102309,0,0.00107625
348,102308.92211907226,102309,0,0.00107508
349,102297.54877438652,102298,0,0.00106596
350,102286.16530487622,102286,0,0.0010649
351,102308.91199199596,102309,0,0.00107167
352,102308.92718176964,102309,0,0.00107052
353,102325.9868786832,102326,0,0.00106174
354,102331.6801957072,102332,0,0.00106071
355,102303.21899149293,102303,0,0.00105965
356,102297.52029356212,102298,0,0.00105861
357,102297.52599099405,102298,0,0.00105757
358,102325.96218020089,102326,0,0.00105653
359,102320.29799299422,102320,0,0.00105548
360,102325.97864768612,102326,0,0.00105445
361,102331.69538632515,102332,0,0.00105342
362,102343.05099827585,102343,0.125,0.00117228
363,102331.68019570736,102332,0,0.00105137
364,102314.59549624781,102315,0,0.00105032
365,102303.24050914374,102303,0,0.0010493
366,102308.91199199465,102309,0,0.00104827
367,102308.91199199362,102309,0,0.00104725
368,102331.67259786445,102332,0,0.00104624
369,102337.36654804251,102337,0,0.00104526
370,102354.4458655392,102354,0.444444,0.00153031
371,102320.30242383828,102320,0.875,0.0022166
372,102325.98687868347,102326,0,0.00104427
373,102308.90186266367,102309,0,0.00104118
374,102314.59074733146,102315,0.0138889,0.00105377
375,102297.53168779239,102298,0,0.00104021
376,102291.87506946796,102292,0,0.00103818
377,102308.92718176702,102309,0,0.00103716
378,102303.23513062738,102303,0,0.00103616
379,102314.59074732999,102315,0,0.0010362
380,102320.284697508,102320,0.0138889,0.00104979
381,102325.98276341442,102326,0,0.00103628
382,102308.91705581547,102309,0,0.00103424
383,102308.91199199516,102309,0,0.00103221
384,102314.59549624746,102315,0,0.00103432
385,102331.6725978655,102332,0,0.00103025
386,102331.67259786496,102332,0.0138889,0.00104171
387,102320.29799299403,102320,0,0.00103138
388,102308.9170558144,102309,0,0.00102832
389,102291.8750694677,102292,0,0.00102433
390,102291.85703963126,102292,0.0277778,0.00104818
391,102314.61923290716,102315,0,0.0010254
392,102314.60499249419,102315,0,0.00102647
393,102320.30242383767,102320,0,0.00102246
394,102308.91705581502,102309,0,0.00102148
395,102314.60499249435,102315,0.0138889,0.00103385
396,102314.5954962474,102315,0,0.00101955
397,102303.21361058584,102303,0,0.00101756
398,102297.52599099423,102298,0,0.0010156
399,102320.28912983045,102320,0,0.00101666
400,102325.98276341423,102326,0,0.00101468
401,102308.88159724018,102309,0,0.00101373
402,102257.69081105129,102258,0.25,0.00125536
403,102251.94906300367,102252,0.569444,0.00165179
404,101956.04468901218,101956,0.111111,0.00111708
405,93539.22811700558,93539.2,0.0277778,0.00103344
406,90817.96353934763,90818,0.0277778,0.00103248
407,91139.87102512957,91139.9,0,0.00100707
408,99582.59129564751,99582.6,0.0138889,0.00101826
409,102337.3630651169,102337,0.166667,0.00116066
410,102331.66879831035,102332,0.0416667,0.001041
411,102337.3700305816,102337,0,0.0010033
412,102240.60484767612,102241,0.0138889,0.00101446
413,102177.99766523918,4.9,0.0138889,0.00103432
414,102138.16564758234,102138,0,0.0010005
415,102092.52669039143,102093,0.0138889,0.00101162
416,94442.45424709331,94442.5,0.0138889,0.00101068
417,85558.60763018245,85558.6,0,0.000997707
418,76778.6060504958,76778.6,0,0.000996789
419,75613.98227128487,75614,0.0138889,0.00100787
420,75576.60688426971,75576.6,0,0.000994941
421,77143.42332311558,77143.4,0,0.000994019
422,86022.37793349402,86022.4,0,0.000993097
423,94981.60791726725,94981.6,0.0138889,0.00100415
424,102314.60499249389,102315,0.125,0.00110414
425,102325.98687868255,102326,0,0.000993297
426,102314.60499249386,102315,0,0.000993369
427,102320.30242383732,102320,0,0.000992454
428,102251.9655268284,102252,0.0138889,0.00100153
429,102195.02919099398,102195,0.0138889,0.0009986
430,102126.69039146087,102127,0,0.000985803
431,102132.44385145676,102132,0,0.000984898
432,102183.6539530733,102184,0,0.000983997
433,102234.87544483865,102235,0.0138889,0.000994945
434,102240.54279517152,102241,0,0.000982194
435,102234.8387096769,102235,0,0.000981295
436,102206.42722117357,102206,0,0.0009804
437,102229.23846581545,102229,0,0.000979505
438,101517.58492244483,101518,0,0.000978609
439,101386.25139043295,101386,0.0138889,0.000989516
440,100925.02085534607,100925,0,0.000976832
441,101654.17546981135,101654,0,0.000975944
442,94960.07560175718,94960.1,0,0.000975054
443,86565.12455516412,86565.1,0.0138889,0.000985923
444,77338.01845879585,77338,0,0.000973289
445,75111.19523465012,75111.2,0.0138889,0.000985115
446,74895.9384923903,74895.9,0.0138889,0.000984226
447,74925.99442897364,74926,0,0.000971618
448,74887.33993987928,74887.3,0,0.00097074
449,74857.93103449167,74857.9,0,0.000969865
450,74925.71683089982,74925.7,0.0138889,0.000980677
451,74914.31434774838,74914.3,0,0.000968119
452,74913.05365201345,74913.1,0,0.000967245
453,74884.70273881934,74884.7,0,0.000966376
454,74877.65046168845,74877.7,0.0138889,0.000977153
455,77566.79077522253,77566.8,0.0138889,0.000975299
456,86725.83370386843,86725.8,0,0.000964743
457,95876.54677858391,95876.5,0,0.000962913
458,102320.28469750992,102320,0.0694444,0.00102044
459,102308.9069276105,102309,0.0277778,0.000986472
460,102303.2082290802,102303,0.0138889,0.000973852
461,102308.90692761066,102309,0,0.000959229
462,102314.61448663074,102315,0.0138889,0.000972974
463,102325.99922174563,102326,0.0138889,0.000972103
464,102280.46692607048,102280,0.0555556,0.00100381
465,102303.19746427255,102303,0.0555556,0.00100391
466,102291.82096191327,102292,0.0555556,0.00100402
467,102331.6725978639,102332,0,0.000958066
468,101864.73892009041,5.4,0.0833333,0.00110682
469,101824.84706929179,101825,0,0.000953527
470,101807.73038206986,101808,0.0277778,0.000975802
471,102269.06098849149,102269,0,0.000953741
472,102286.15897720943,102286,0,0.000951954
473,102303.21899149445,102303,0,0.00095299
474,102257.6670743912,102258,0.0833333,0.00102011
475,102257.61165804484,102258,0.0138889,0.000958963
476,102200.6895784665,102201,0,0.000947643
477,102240.56052938855,102241,0.0416667,0.000981486
478,102257.65916041128,102258,0,0.000945036
479,102314.6097398263,102315,0.0138889,0.000958438
