index,inputs,predictions,anomaly,anomaly_prob
104,99.92769342010168,99.927734375,0.236111,0.000918134
105,99.93884132102797,99.9384765625,0.152778,0.000855132
106,99.88879621907051,99.888671875,0.680556,0.00407709
107,99.88325550366854,99.888671875,0.152778,0.000754032
108,99.87212276214755,99.8720703125,0.694444,0.00157729
109,99.9388345195727,99.9384765625,0.277778,0.00100487
110,99.94440120093383,99.9443359375,0.486111,0.00172605
111,99.91659716430414,99.9169921875,0.666667,0.00231361
112,99.8999388515206,99.900390625,0.0694444,0.000861631
113,99.88880858397799,99.89453125,0.236111,0.000875652
114,99.92772156121484,99.927734375,0.277778,0.000859635
115,99.92771754239705,99.927734375,0.75,0.00392
116,99.87211565193157,99.8720703125,0.0694444,0.00082275
117,99.83875451765284,99.8388671875,0.361111,0.00126965
118,99.79979979979885,99.7998046875,0.5,0.00126555
119,99.80533926585122,99.810546875,0.611111,0.00172588
120,99.79421579532884,99.7939453125,0.0833333,0.000904458
121,99.8164933548357,99.810546875,0.625,0.00198397
122,99.84984984985007,99.849609375,0.0138889,0.000952904
123,99.8664960783219,99.8662109375,0.166667,0.000850877
124,99.83317577712253,99.8447265625,0.736111,0.00228942
125,99.81655456111967,99.810546875,0.0416667,0.000675121
126,99.79437590307813,99.7939453125,1,0.00236096
127,99.84434067155878,99.8447265625,0.0138889,0.000782712
128,99.81096408317694,99.8056640625,0.291667,0.000952387
129,99.79430731599018,99.7939453125,0.152778,0.000856677
130,99.76652398688174,99.7666015625,0.416667,0.0010414
131,99.82213328886634,99.822265625,0.652778,0.00190395
132,99.85545919501735,99.861328125,0.416667,0.00143479
133,99.83879037189321,99.8388671875,0.291667,0.00097218
134,96.02446483180465,99.888671875,0.486111,0.00138617
135,87.23321476211858,87.233203125,0.388889,0.000908943
136,78.51304009342157,78.5130859375,0.472222,0.00126608
137,75.93303298292736,75.9330078125,0.222222,0.000804843
138,84.75189141076717,84.75185546875,0.263889,0.000846726
139,93.52129907685463,93.5212890625,0.125,0.000738825
140,99.92217033577836,99.921875,0.277778,0.00108812
141,99.92215735334894,99.921875,0.0138889,0.000950513
142,99.93327773144203,99.93359375,0.0833333,0.000938126
143,99.92770950342043,99.927734375,0.222222,0.00102521
144,99.91659252669074,99.9169921875,0.0138889,0.000860727
145,99.89991659716453,99.900390625,0.0138889,0.000771279
146,99.9110518123193,99.9111328125,0.194444,0.00092574
147,99.92772557958634,99.927734375,0.444444,0.00114029
148,99.92216168130862,99.927734375,0.416667,0.00137533
149,99.91104686718202,99.9111328125,0.0138889,0.000878031
150,99.8887776665546,99.888671875,0.138889,0.000872414
151,99.84984149936098,99.849609375,0.0972222,0.000685515
152,99.72742949324093,99.7275390625,0.5,0.00111029
153,99.73862751640539,99.73828125,0.583333,0.00122441
154,99.79426156583499,99.7939453125,0.611111,0.00149365
155,99.91660643798329,99.9169921875,0.402778,0.00119336
156,99.92216600878419,99.927734375,0.625,0.00169091
157,99.91660180140104,99.9169921875,0,0.00090074
158,99.91104192149443,99.9111328125,0,0.000854584
159,99.91106170094523,99.9111328125,0.0138889,0.000847242
160,99.8943916402658,99.89453125,0.0277778,0.000759956
161,97.26438698915737,97.26435546875,0.194444,0.000805929
162,88.52659692856076,88.5265625,0.736111,0.00251914
163,79.80292824138233,79.8029296875,0.194444,0.00081665
164,73.73872368860465,73.73876953125,0.875,0.00201526
165,73.7278699476667,73.72783203125,0.0833333,0.000853697
166,73.75835189308285,73.7583984375,0.152778,0.000824131
167,73.76711566293092,73.76708984375,0.569444,0.00136102
168,76.77071162298768,76.770703125,0.208333,0.000919546
169,85.47122602168777,85.47119140625,0.666667,0.00151167
170,94.09737661182544,94.09736328125,0.180556,0.000889532
171,99.81101661942111,99.810546875,0.972222,0.00299343
172,99.81098510117776,99.810546875,0.0277778,0.00109248
173,99.88324252196132,99.8828125,0.0694444,0.000847138
174,99.91660180139988,99.9169921875,0.472222,0.00122895
175,99.89996109598101,99.900390625,0.138889,0.000948936
176,99.88883330554167,99.888671875,0.416667,0.00145521
177,99.89439751000572,99.89453125,0.305556,0.00105852
178,99.9221660087856,99.921875,0.375,0.00114544
179,99.91658788856212,99.9169921875,0.166667,0.00103778
180,99.9054767862114,99.9052734375,0.0277778,0.000784518
181,99.88880240186825,99.888671875,0.0277778,0.000739179
182,99.9110518123194,99.9111328125,0.0833333,0.000669384
183,99.91660180140036,99.9169921875,0.402778,0.0012649
184,99.9110419214936,99.9111328125,0.25,0.000831347
185,99.91105675690608,99.9111328125,0.0694444,0.000744334
186,99.89993885152046,99.900390625,0.0416667,0.000812515
187,99.91661107404963,99.9169921875,0.0972222,0.000738878
188,99.92216600878457,99.921875,0.361111,0.00103928
189,99.90548729637979,99.9052734375,0.347222,0.00122664
190,99.89993328885929,99.900390625,0.0416667,0.000857564
191,99.84433201756835,99.8447265625,0.0416667,0.000702957
192,99.75528364849971,99.7548828125,0.305556,0.00104947
193,99.63282336578595,99.6328125,0.888889,0.00255633
194,99.65505730499692,99.6552734375,0.0138889,0.000838275
195,99.73308124339553,99.7333984375,0.0694444,0.000928506
196,99.805436655734,99.8056640625,0.0138889,0.00109664
197,99.7831887925275,99.783203125,0.0277778,0.000843678
198,99.82760538316174,99.8271484375,0.0416667,0.000952599
199,99.87762140512892,99.8779296875,0.0138889,0.000890576
200,99.84428873317725,99.8447265625,0,0.000970011
201,99.82762455515861,99.8271484375,0,0.000899699
202,99.80540420326932,99.8056640625,0,0.00106997
203,99.87210142912829,99.8720703125,0.0138889,0.000842813
204,99.87763501863378,99.8779296875,0.0138889,0.00088323
205,99.84986654804246,99.849609375,0,0.000960473
206,99.81099560842608,99.810546875,0,0.00110071
207,99.8165341635633,99.810546875,0,0.001062
208,99.81649335483522,99.810546875,0,0.0010668
209,99.83869173434334,99.8388671875,0,0.000918766
210,99.83873658455131,99.8388671875,0.0277778,0.000914305
211,99.82760538316052,99.8271484375,0.0416667,0.000944383
212,99.81095357242118,99.810546875,0,0.00111848
213,99.79429588035865,99.7939453125,0,0.000855643
214,99.81101661942029,99.810546875,0.0138889,0.00113905
215,99.8610184567484,99.861328125,0.0138889,0.000840404
216,99.88324901317614,99.888671875,0.152778,0.000916546
217,99.89433290695868,99.89453125,0.0833333,0.000808978
218,93.58660585160119,93.58662109375,0.555556,0.0015545
