index,inputs,predictions,anomaly,anomaly_prob
0,99.93883792048972,99.9384765625,1,1
1,99.93328885924095,99.93359375,1,0.718291
2,99.9221833138791,99.921875,1,0.560417
3,99.91662034463582,99.9169921875,1,0.459436
4,99.92217466229239,99.921875,1,0.389291
5,99.92215735334918,99.921875,1,0.337727
6,99.90549780421438,99.9052734375,1,0.298226
7,99.90549255059007,99.9052734375,1,0.266997
8,99.8999444135635,99.900390625,1,0.241662
9,99.91660643798194,99.9169921875,1,0.220566
10,99.9166064379827,99.9169921875,1,0.202865
11,99.93882771660553,99.9384765625,1,0.188159
12,99.93883111827938,99.9384765625,1,0.174888
13,99.93327773144391,99.93359375,1,0.163648
14,99.90550830971121,99.9052734375,1,0.153396
15,99.91107158737196,99.9111328125,1,0.144642
16,99.9221616813068,99.921875,1,0.136881
17,99.9221573533493,99.921875,1,0.129175
18,99.91105181231825,99.9111328125,0.972222,0.120497
19,99.90549780421351,99.9052734375,1,0.117234
20,99.93328144112093,99.93359375,1,0.112226
21,99.844288733179,99.8447265625,0.972222,0.105737
22,99.8165239630834,99.81640625,1,0.103585
23,99.78874805425899,99.7890625,1,0.099432
24,99.844357976654,99.8447265625,1,0.0954335
25,99.87212987157339,99.8720703125,0.916667,0.0864786
26,99.88879621907112,99.888671875,1,0.0889897
27,99.91659716430236,99.9169921875,1,0.0856748
28,99.9054820415877,99.9052734375,1,0.0824444
29,99.90548729638058,99.9052734375,0.888889,0.0734017
30,99.93327402135247,99.93359375,1,0.0775553
31,99.89995553579351,99.900390625,0.805556,0.0647656
32,99.87215830137319,99.8720703125,1,0.0733642
33,99.84995832175717,99.849609375,0.944444,0.0683527
34,99.88325550366974,99.8828125,1,0.0694749
35,99.9221573533502,99.921875,1,0.0672376
36,99.90547153024795,99.9052734375,0.847222,0.0580871
37,99.88880858397688,99.888671875,1,0.0640894
38,99.83325922632157,99.8330078125,0.972222,0.0611952
39,99.76653696498106,99.7666015625,1,0.061065
